Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236916667,0.59175,0.906916667,0.735583333,0.752166667,0.72825,0.408083333,0.649083333,0.788333333,1.161666667,1.034083333,0.94125,1.069,1.019166667,0.851166667,0.79275,1.438666667,1.26475,1.144833333,1.140416667,1.1405,1.140083333,1.529083333,1.54075,1.456,0.9575,1.3355
Ethiopia PDR,-0.177166667,-0.101083333,0.118083333,-0.444583333,-0.24,0.060333333,-0.43425,-0.396,0.285416667,0.31825,-0.404416667,0.164,0.41575,-0.173333333,-0.126666667,0.0975,0.11775,0.137333333,0.477916667,0.6505,0.271083333,0.050083333,0.176333333,0.585333333,0.43275,0.19025,0.56575,0.823916667,0.115416667,0.700333333,0.432333333,0.152222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands (Malvinas),-0.254916667,0.40925,-0.186583333,-0.297416667,0.11925,-0.489083333,0.077583333,0.185916667,-0.20575,0.135916667,-0.30575,-0.272416667,0.11925,0.185916667,0.002583333,-0.30575,0.202583333,0.16925,0.635916667,0.135916667,0.202583333,1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,0.450166667,-0.330333333,-0.035916667,0.334083333,-0.399666667,-0.311583333,-0.095333333,-0.173583333,-0.374333333,-0.463583333,0.317833333,0.6825,-0.327833333,0.590166667,0.010916667,0.363416667,-0.119833333,-0.226916667,-0.8835,-0.00675,-0.555916667,0.348666667,-0.217916667,0.58075,-0.392416667,-0.068833333,0.414166667,0.195166667,0.402916667,0.782916667,1.15225,0.693416667,-0.220166667,-0.095916667,-0.479083333,0.18125,0.89725,0.391833333,0.407416667,0.50375,0.574666667,1.292583333,1.52525,1.156666667,0.612,1.247083333,0.92175,0.864416667,1.402416667,0.091416667,1.112333333,0.40025,0.682666667,1.660333333,0.850416667,0.893,1.191916667,0.887833333,0.724583333
Fiji,0.20175,-0.0675,-0.026833333,0.129583333,-0.576833333,-0.32,-0.22025,-0.09825,-0.062,0.153083333,0.12575,-0.143,0.406083333,0.153083333,0.168416667,-0.028583333,0.0695,0.023333333,0.218916667,0.238166667,0.275666667,0.146916667,0.244166667,0.54275,0.416916667,-0.038333333,0.152333333,0.716,0.234083333,0.415,0.259833333,0.299333333,-0.06125,0.11225,0.512083333,0.578083333,0.309583333,0.937666667,0.569083333,0.785833333,0.87775,0.851166667,0.765833333,0.6285,0.773333333,0.741,1.210416667,0.678416667,0.441,1.055916667,1.02425,0.678333333,1.06275,0.853166667,0.827833333,1.300916667,1.275166667,1.14575,1.209333333
Finland,1.5685,-0.42525,-0.172083333,0.459,-0.516333333,-1.642166667,0.57875,-0.863666667,-0.911,-0.325166667,-0.472333333,1.395666667,0.253333333,1.87275,1.607583333,-0.9825,-0.1915,-1.240166667,0.0105,-0.557333333,-0.456083333,0.439916667,0.651166667,1.042333333,-1.802583333,-0.158166667,-1.400916667,0.548083333,2.319666667,1.6785,1.084833333,1.359333333,0.530083333,0.47125,1.067333333,0.374833333,0.961166667,0.07175,1.111,2.320583333,0.90475,1.034333333,1.252583333,1.348833333,1.981916667,1.717916667,1.913083333,2.0265,1.21875,-0.092833333,2.302916667,0.708416667,2.1185,2.461583333,2.807916667,2.024833333,1.506333333,2.064333333,1.72225
France,0.956666667,-0.56025,-0.939333333,0.160833333,-0.41875,0.372,0.28525,-0.03725,-0.138333333,-0.003166667,0.026333333,-0.352583333,-0.02925,0.152416667,0.161166667,0.37875,0.192833333,-0.241416667,-0.15325,-0.46375,0.187583333,0.867166667,0.666583333,-0.086333333,-0.271916667,-0.055666667,0.0135,0.774416667,1.277416667,1.3105,0.28175,0.74975,0.38875,1.54725,1.0945,0.107666667,1.381666667,0.847083333,1.210916667,1.361,1.017833333,1.390333333,1.6805,0.91525,0.89525,1.5275,1.308666667,0.928833333,1.25375,0.183083333,1.909583333,1.112916667,0.696,2.008583333,1.844,1.482583333,1.718166667,2.186166667,2.02375
French Guiana,-0.157083333,-0.04325,-0.113,-0.106833333,-0.158666667,0.0785,-0.242166667,-0.190833333,0.530333333,0.13825,-0.376,-0.004416667,0.106666667,-0.38225,-0.279083333,-0.162333333,0.083666667,0.109166667,0.3475,0.364666667,0.33625,0.26725,0.550666667,-0.033333333,-0.003833333,0.229833333,0.795083333,0.447416667,0.081083333,0.3705,0.372416667,0.483416667,0.4775,0.448666667,0.888166667,0.573916667,0.666166667,1.396166667,0.612583333,0.515083333,0.6465,0.717166667,0.987166667,1.067333333,1.339416667,0.83275,1.229083333,0.901416667,1.246666667,1.494416667,1.053583333,1.10125,1.144083333,1.257416667,1.371333333,1.736666667,1.4535,1.166833333,1.61175
French Polynesia,0.016916667,-0.208416667,-0.070833333,-0.28,-0.1185,-0.006583333,-0.419333333,-0.473166667,0.283,0.145,-0.236583333,0.286666667,0.3385,-0.295333333,-0.156416667,-0.080666667,0.272083333,0.066666667,0.207083333,0.336,0.1495,0.292583333,0.19825,0.297,0.187333333,0.205166667,0.340416667,0.326416667,0.196833333,0.433333333,0.362333333,0.337666667,0.203083333,0.52425,0.4945,0.14325,0.373083333,0.600083333,0.390916667,0.299666667,0.495583333,0.834333333,0.7545,0.513,0.7015,0.81775,0.8085,0.395166667,0.86975,0.707583333,0.20125,0.761916667,0.518583333,0.619416667,0.717666667,1.141833333,0.900083333,0.647166667,0.812833333
French Southern and Antarctic Territories,-0.35525,-0.141083333,-0.574416667,-0.754166667,-0.09325,-0.143833333,-0.55425,0.827583333,0.04,0.20325,0.39625,-0.186333333,0.063833333,-0.036083333,0.126166667,-0.117416667,-0.063416667,0.521666667,0.654666667,0.590166667,0.542333333,0.80425,0.179363636,0.0985,0.4609,0.8144,0.682916667,-0.390916667,0.5557,0.292,0.626090909,0.403583333,0.737833333,0.042454545,0.076333333,0.266333333,0.992916667,0.753583333,0.447727273,0.570916667,0.681166667,0.53775,0.458583333,0.558166667,0.187916667,0.452333333,0.166,0.346,0.326166667,0.51175,0.555166667,0.77925,0.40775,0.027166667,0.711916667,1.04425,1.039,0.91325,0.682916667
Gabon,-0.180333333,-0.0225,0.233166667,-0.1605,-0.133666667,0.17925,-0.102166667,-0.12725,0.147833333,0.130666667,-0.108166667,0.01575,0.3995,-0.102083333,-0.127666667,-0.354,0.239083333,0.074166667,0.350333333,0.265333333,-0.263833333,-0.37325,0.065,0.156083333,-0.262666667,-0.1555,0.299916667,0.14725,-0.0185,0.078727273,0.003454545,-0.2625,0.181666667,0.199333333,0.547833333,0.125083333,0.29425,0.99825,0.467083333,0.227083333,0.223583333,0.645583333,0.828833333,0.758166667,0.603833333,0.677666667,0.8455,0.82525,0.708666667,0.924833333,0.492916667,0.512666667,0.713,0.767833333,0.943666667,1.3605,1.237416667,0.970416667,1.630416667
Gambia,-0.155,-0.069083333,0.068166667,-0.133333333,-0.545833333,-0.004166667,-0.504083333,-0.342916667,0.768,0.452166667,-0.111583333,0.3205,0.614166667,-0.1725,-0.082416667,-0.084,0.704083333,0.338,0.754916667,0.759583333,0.747916667,0.36925,1.39275,0.604833333,0.461083333,0.662666667,1.125166667,0.87725,0.767333333,1.25475,0.930583333,0.9045,1.087916667,0.72025,1.116083333,1.300166667,1.2875,1.531666667,0.811416667,0.924166667,1.501666667,1.469166667,1.036583333,1.3355,1.6625,1.148916667,1.34825,1.56525,0.89725,1.625083333,1.125083333,1.204833333,1.280416667,1.482333333,1.514666667,2.027583333,1.948416667,1.401916667,1.640583333
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.199666667,-0.994416667,0.232416667,1.006416667,0.630333333,0.137583333,1.458583333,1.3445,0.858833333,1.2605,0.642166667,0.26075,0.785,0.920083333,1.062416667,0.924333333,0.7315,1.002,2.6395,0.068083333,1.274583333,1.1765,1.654,1.612083333,1.109416667,1.331666667,2.512583333,1.85725
Germany,0.847166667,-0.96725,-1.07775,-0.05275,-0.635833333,0.35925,0.733333333,0.0335,-0.334333333,-0.41975,0.281333333,-0.21525,0.114166667,0.69025,0.812333333,0.291833333,0.539333333,-0.317,-0.359,-0.462666667,0.074166667,0.81125,0.93575,-0.054916667,-0.608166667,-0.1455,-0.5435,0.989416667,1.418916667,1.424583333,0.290166667,1.292,0.444416667,1.661166667,0.876333333,-0.7255,0.913,1.04825,1.455833333,1.858166667,0.995166667,1.558416667,1.368583333,0.93375,0.985,1.563166667,1.852833333,1.497083333,1.2115,-0.134833333,1.741916667,1.14,0.7655,2.431083333,1.995416667,1.648583333,1.661166667,2.490166667,2.34075
Ghana,-0.110833333,-0.102333333,0.175166667,-0.187833333,-0.17,0.112833333,-0.21,-0.080916667,0.291666667,0.226,-0.169333333,0.098916667,0.551416667,-0.070416667,-0.135916667,-0.324833333,0.301083333,0.167416667,0.509333333,0.412833333,0.347,0.138416667,0.729583333,0.622333333,0.345833333,0.308,1.053333333,0.594916667,0.338166667,0.579,0.356666667,0.182,0.499916667,0.481083333,0.767583333,0.661333333,0.493916667,1.171083333,0.5265,0.454083333,0.639166667,0.771583333,0.983166667,0.808083333,0.942833333,0.926833333,0.95825,0.720166667,0.851833333,1.211666667,0.818833333,0.596166667,0.819166667,0.90725,1.097,1.385333333,1.284583333,1.111416667,1.278333333
Gibraltar,0.812166667,0.3595,0.117916667,0.289416667,0.069833333,0.156333333,-0.21125,0.161166667,-0.46,-0.0995,-0.728,-0.82575,-0.244083333,-0.2335,-0.258583333,-0.348583333,0.002916667,0.228583333,0.237583333,0.216666667,0.652416667,0.254166667,0.577083333,-0.118,0.579416667,0.194083333,0.737083333,0.646666667,1.2235,0.990416667,0.296166667,0.259083333,-0.091583333,0.899,1.547916667,0.745333333,1.513166667,1.03975,0.88775,0.955833333,1.28125,1.05925,1.340583333,1.0405,0.94325,1.43425,0.95375,0.928666667,1.500583333,1.373916667,1.572583333,1.0395,0.947916667,1.469,1.744583333,1.713583333,1.962166667,0.83475,1.443666667
Greece,0.259583333,0.53,0.431833333,-0.333,-0.301333333,0.715916667,-0.17125,0.128583333,0.023333333,0.188833333,-0.241583333,-0.220916667,-0.20475,-0.30775,-0.241,-0.814,0.233,-0.317333333,0.163083333,-0.3895,-0.029083333,-0.309166667,-0.477583333,-0.1405,0.124083333,0.124666667,-0.198,0.093333333,-0.094666667,0.470583333,-0.490416667,-0.331416667,-0.0115,0.945,0.166333333,-0.072416667,-0.214416667,0.565666667,1.12075,0.683666667,1.052583333,0.7485,0.498,0.502666667,0.279166667,0.273,1.067,1.104666667,0.938833333,1.577666667,0.331166667,1.259166667,1.347,1.29175,0.86575,1.449583333,1.034416667,1.856833333,1.65225
Greenland,-0.25225,0.88325,0.356666667,0.164416667,0.658666667,-0.199916667,-0.283916667,-0.287416667,-0.24575,-0.242,-1.158416667,-0.624166667,-0.877916667,-0.045083333,-0.893666667,0.162833333,0.54725,-0.220416667,-0.00575,0.85175,-0.080666667,-0.909416667,-2.028416667,-1.30875,0.997,0.172,-0.193416667,0.545166667,-1.379666667,-0.442833333,-0.226333333,-1.386166667,-1.419083333,-0.48025,-0.09325,0.824583333,0.487166667,1.228416667,0.318416667,0.95475,1.0085,1.371583333,1.962666667,1.3315,2.210916667,1.484833333,1.361333333,1.023,1.09825,3.126166667,1.198416667,1.823833333,1.27375,1.320666667,0.137833333,2.514666667,1.497166667,0.801583333,1.909333333
Grenada,0.185833333,0.036666667,0.210166667,-0.285333333,-0.196916667,-0.130833333,-0.435333333,-0.310833333,0.368416667,0.013083333,-0.46725,-0.187,-0.08925,-0.52525,-0.51425,-0.187833333,0.02075,0.17375,0.330083333,0.218583333,0.343833333,-0.04275,0.339583333,-0.088916667,-0.472416667,-0.152666667,0.53325,0.3465,-0.173833333,0.226833333,0.27,0.2775,0.363333333,0.34875,0.630666667,0.295416667,0.49675,1.04925,0.393416667,0.293083333,0.644083333,0.608666667,0.958166667,0.54375,1.119833333,0.946,0.785333333,0.69725,0.734083333,1.4275,0.949833333,0.918916667,0.9955,0.958583333,1.11825,1.104583333,1.062583333,0.70825,1.048333333
Guadeloupe,0.084833333,0.091166667,0.282583333,-0.006666667,-0.2335,-0.001333333,-0.332916667,-0.235666667,0.280083333,-0.016166667,-0.368583333,-0.166666667,-0.01525,-0.4435,-0.497166667,-0.465666667,0.045666667,0.063583333,-0.008916667,0.472833333,0.41775,-0.080583333,0.427916667,-0.1545,-0.157,-0.10425,0.54925,0.190666667,-0.124333333,0.2145,0.19675,0.077166667,0.296333333,0.334083333,0.520166667,0.158166667,0.541,0.90675,0.324416667,0.127666667,0.453583333,0.548416667,0.4825,0.352083333,0.680916667,0.575416667,0.6665,0.181666667,0.517416667,0.962333333,0.46125,0.62275,0.68025,0.653333333,0.984166667,0.988333333,0.809833333,0.559166667,0.875916667
Guatemala,0.016583333,-0.201083333,-0.166583333,-0.0245,-0.07525,-0.233666667,-0.24725,-0.40525,0.366166667,-0.13275,-0.04775,0.466333333,0.405833333,-0.149666667,0.150416667,-0.208916667,0.383,0.239833333,0.379666667,0.4655,0.248083333,0.549166667,0.801666667,0.157083333,0.319,0.238,0.308666667,0.39275,0.2105,0.4585,0.718416667,0.548583333,0.418333333,0.805083333,0.757916667,0.238833333,0.872083333,1.077666667,0.715166667,0.49375,0.571416667,0.789833333,0.8495,0.747833333,0.866333333,0.604833333,0.689,0.449833333,1.081,0.54425,0.820166667,0.561166667,0.654833333,0.597083333,1.325833333,1.301166667,0.923833333,0.9435,1.5625
Guinea,-0.197666667,-0.170583333,0.156333333,-0.113166667,-0.212333333,0.083416667,-0.3035,-0.022083333,0.431666667,0.290083333,-0.104416667,0.231916667,0.520583333,-0.052833333,-0.218166667,-0.30425,0.250916667,0.193166667,0.490583333,0.61125,0.394,0.143583333,0.728166667,0.338833333,0.375333333,0.056166667,0.874666667,0.487416667,0.214083333,0.7045,0.66225,0.387166667,0.640833333,0.41575,0.537583333,0.804916667,0.695833333,1.0825,0.545833333,0.605833333,0.864666667,1.1435,1.03875,1.164583333,1.287,1.075,1.07925,1.235333333,1.0715,1.44825,1.035333333,0.743666667,1.13825,1.101583333,1.191416667,1.5025,1.6345,1.309,1.563666667
Guinea-Bissau,-0.139916667,-0.1165,0.123916667,-0.182583333,-0.447083333,0.021583333,-0.3715,-0.265916667,0.676166667,0.37475,-0.107583333,0.276083333,0.528833333,-0.122833333,-0.127916667,-0.135833333,0.509833333,0.23825,0.593083333,0.599166667,0.54825,0.39825,1.205583333,0.486416667,0.437833333,0.52775,0.882666667,0.722833333,0.598583333,1.090916667,0.877666667,0.736333333,0.948583333,0.645166667,1.023666667,1.120416667,1.097916667,1.502166667,0.809,0.942166667,1.377416667,1.3835,1.022,1.337083333,1.59525,1.1835,1.333416667,1.642583333,1.15,1.74625,1.289916667,1.360583333,1.511416667,1.747,1.64775,2.094083333,2.047,1.623166667,1.879583333
Guyana,-0.046166667,-0.12825,-0.209583333,0.11475,-0.175416667,0.164,-0.264583333,-0.258833333,0.578583333,0.2925,-0.4675,0.094833333,0.017,-0.271916667,-0.251416667,-0.12525,0.141166667,0.0895,0.38925,0.446916667,0.57675,0.31,0.6015,-0.373416667,-0.373916667,0.1595,0.626666667,0.429083333,0.0915,0.701583333,0.051416667,0.076272727,0.4475,0.421083333,0.969416667,0.553083333,0.884666667,1.3275,0.469,0.498166667,0.904666667,0.59175,1.365333333,1.087333333,1.03825,1.065416667,0.932333333,0.879833333,1.292083333,1.281333333,0.86825,0.946916667,1.008333333,1.39675,1.624166667,1.739166667,0.997083333,0.801833333,0.982166667
Haiti,-0.0645,-0.034,-0.060333333,0.086583333,-0.268916667,-0.077416667,-0.1835,-0.281833333,0.177916667,-0.106,-0.165416667,0.093083333,0.293333333,-0.248083333,0.116,-0.250416667,0.318,0.185916667,0.01925,0.68325,0.42825,0.36325,0.695,0.1605,0.213083333,0.376083333,0.82425,0.654916667,0.420583333,0.69225,0.60325,0.540916667,0.346583333,1.042583333,1.042416667,0.63,1.279,1.27525,1.041083333,0.927083333,0.78525,0.969583333,1.151416667,0.885833333,0.997916667,1.045333333,1.02825,0.711666667,0.866333333,0.996583333,0.72475,0.86425,1.146666667,1.131583333,1.424416667,1.26675,1.09025,1.283083333,1.562833333
Holy See,0.625583333,-0.040333333,0.117666667,0.129583333,-0.36425,0.080166667,0.161166667,0.002666667,-0.195583333,-0.003583333,-0.32175,-0.159333333,-0.13525,-0.273916667,-0.084833333,-0.4595,0.255083333,-0.451083333,0.018333333,-0.825333333,-0.2645,0.566833333,0.134,-0.519333333,0.367,0.357083333,0.360916667,0.526166667,0.283833333,0.857166667,-0.175833333,0.67525,0.468416667,1.34375,0.165,0.144833333,0.787083333,0.67425,0.828333333,1.24675,1.125416667,1.0885,1.429166667,0.685166667,0.220916667,0.906666667,1.124333333,1.092666667,1.124083333,0.715666667,1.216666667,1.419333333,1.01625,1.53475,1.715083333,1.579833333,1.388,1.995916667,1.666083333
Honduras,-0.08325,-0.243583333,-0.264166667,-0.027333333,-0.012333333,-0.092583333,-0.184833333,-0.351083333,0.312583333,-0.0425,-0.082416667,0.33675,0.422416667,-0.180833333,0.062,-0.044833333,0.4185,0.316833333,0.446833333,0.4765,0.274833333,0.579583333,0.742833333,0.080083333,0.257833333,0.195166667,0.508,0.402833333,0.227833333,0.408416667,0.583666667,0.571166667,0.262916667,0.912583333,0.998083333,0.149583333,1.026666667,1.1855,0.499666667,0.273416667,0.611666667,0.926416667,0.663,0.711666667,1.099833333,0.698833333,0.795333333,0.532666667,0.83675,0.52925,0.740416667,0.638833333,0.88025,0.625666667,1.273583333,1.282833333,0.97725,0.924416667,1.442166667
Hungary,0.774083333,-0.588666667,-0.518333333,-0.517166667,-0.764333333,0.684666667,0.46375,0.30075,-0.34,-0.234583333,0.083916667,0.276166667,-0.11325,0.51,0.684833333,-0.295583333,0.429583333,-0.686166667,0.290166667,-0.958166667,0.18,0.404916667,0.75725,-0.17475,-0.722083333,-0.031583333,-0.329333333,0.396416667,0.900416667,0.98475,-0.221833333,1.083166667,0.300333333,1.68725,0.512416667,-0.441333333,0.19125,0.664916667,0.916,1.95525,0.854916667,1.719666667,0.873083333,0.5935,0.185833333,0.910416667,1.90975,1.7545,1.541583333,0.611,1.231333333,1.497,1.373416667,2.310083333,2.118416667,1.631583333,1.572,2.474333333,2.59125
Iceland,0.404666667,-0.078583333,0.019666667,0.880416667,-0.123833333,-0.48875,-0.559916667,-0.570416667,-0.943916667,-0.563583333,-0.1445,0.864,-0.591166667,0.574666667,-0.342166667,0.256583333,-0.163333333,0.005583333,-1.4625,0.130416667,-1.058333333,-0.299166667,-0.906666667,0.1845,-0.149083333,-0.099583333,0.863333333,-0.385083333,-0.309583333,0.038583333,0.75425,0.003166667,0.007333333,-0.135416667,-0.448416667,0.493333333,0.5165,0.043833333,0.215916667,0.291416667,0.678333333,0.902666667,1.5245,1.208916667,0.635,1.09075,1.005833333,0.692,0.925,1.131583333,0.793583333,0.935333333,0.592666667,1.636166667,0.393916667,1.650666667,1.346833333,0.99975,1.133
India,-0.433083333,-0.421833333,-0.01,-0.043083333,-0.036416667,0.259416667,-0.138,-0.285166667,0.327833333,-0.04125,-0.46375,0.099916667,0.234083333,-0.009833333,-0.29975,0.085583333,0.11975,-0.180583333,0.3185,0.360416667,-0.005583333,-0.009666667,-0.276416667,-0.105583333,0.171166667,0.058916667,0.53175,0.456583333,-0.1485,-0.097666667,0.067,-0.024416667,0.136416667,-0.004083333,0.192583333,0.17225,-0.163333333,0.52325,0.3795,0.296416667,0.425083333,0.7755,0.50975,0.514083333,0.40875,0.655083333,0.476083333,0.261083333,0.977,0.92925,0.295583333,0.371916667,0.269416667,0.390916667,0.675333333,0.986333333,0.836833333,0.712083333,0.674666667
Indonesia,-0.053666667,-0.04275,-0.118583333,-0.076083333,-0.187833333,0.036833333,-0.1405,0.02375,0.171583333,0.128166667,-0.169333333,0.018916667,0.2,-0.140166667,-0.118666667,0.045416667,0.096,0.089,0.2005,0.208583333,0.1355,-0.005666667,0.318583333,-0.156666667,0.117333333,0.051583333,0.456416667,0.2855,0.082333333,0.12975,0.21425,0.311666667,0.225666667,0.273083333,0.2775,0.353416667,0.47775,0.930416667,0.224666667,0.280583333,0.46575,0.6205,0.510666667,0.54325,0.643916667,0.44875,0.397583333,0.24525,0.617666667,0.699333333,0.33725,0.4585,0.790083333,0.734,0.807166667,1.331416667,0.86075,0.854416667,0.925
Iran (Islamic Republic of),0.0645,0.214666667,0.503333333,-0.89475,0.03325,0.754666667,-0.409083333,-0.103833333,-0.265833333,0.7715,0.190666667,-1.227166667,-0.015916667,-0.7005,-0.1805,-0.42025,0.4615,0.396083333,0.5215,0.657916667,0.756666667,-0.522333333,0.120833333,-0.08375,0.46675,0.058083333,0.70875,0.74225,0.155416667,0.680583333,0.3345,-0.791583333,-0.026583333,0.622416667,0.697333333,0.427833333,0.529333333,1.405166667,1.409666667,1.143416667,1.640083333,1.3285,1.008166667,1.3505,1.04275,1.40225,0.9665,1.040166667,1.221,2.175666667,1.111666667,1.161,1.4765,1.161416667,1.720166667,1.781916667,1.695333333,2.154333333,1.58375
Iraq,-0.1855,0.988833333,0.198083333,-0.76875,0.07075,1.023666667,-1.01475,-0.162166667,0.17025,0.403833333,-0.259416667,-0.937166667,-0.064,-0.454416667,-0.276916667,-0.473666667,0.170916667,0.255833333,1.0455,0.14275,0.341916667,-0.818,-0.568666667,-0.252916667,0.171833333,0.217333333,0.538333333,-0.009833333,0.102,0.49025,0.306,-1.292416667,-0.28525,0.587833333,0.421166667,1.022583333,0.03,1.439416667,1.592916667,0.822083333,1.303333333,0.8265,0.9515,0.776,0.854333333,1.084583333,1.06025,1.058583333,0.979833333,2.581416667,0.56225,1.350833333,0.953666667,1.406666667,1.593833333,1.635416667,1.861583333,2.454333333,1.73325
Ireland,0.235,-0.580916667,-0.824833333,0.194083333,-0.508916667,0.035166667,-0.05525,-0.021916667,-0.251166667,0.046916667,0.529833333,-0.317416667,0.297333333,-0.046083333,0.53,0.314416667,0.048,0.114916667,-0.664583333,0.013583333,0.083333333,0.329083333,0.571916667,0.240166667,-0.4135,-0.787666667,-0.094,0.361166667,0.756583333,0.802916667,0.313583333,0.287833333,0.11725,0.365333333,0.955,0.008583333,1.143833333,0.917666667,0.952083333,0.59075,0.492166667,0.91525,1.007916667,0.959,1.107416667,1.20075,1.345083333,0.676083333,0.675166667,-0.31225,0.982333333,0.670833333,0.718833333,1.276916667,0.624916667,0.920916667,1.17325,0.934416667,1.067916667
Isle of Man,0.291333333,-0.649666667,-0.815,0.112,-0.5285,-0.03225,0.061,-0.047416667,-0.279416667,0.088916667,0.500333333,-0.269416667,0.225416667,-0.004583333,0.546416667,0.37325,-0.013833333,0.040166667,-0.717583333,0.03325,-0.071833333,0.3085,0.548166667,0.27075,-0.46925,-0.725,-0.194916667,0.395166667,0.807166667,0.904,0.262916667,0.308666667,0.01775,0.3665,0.897416667,-0.053,1.123916667,0.894416667,0.993416667,0.67075,0.42625,1.000583333,1.009666667,1.015166667,1.105083333,1.290333333,1.2725,0.690166667,0.762916667,-0.359,1.137666667,0.558916667,0.59425,1.40225,0.669583333,0.993916667,1.25975,1.048583333,1.096083333
Israel,-0.383083333,0.877833333,0.714166667,-0.616,0.005333333,0.658083333,-0.947833333,-0.063,0.296833333,0.012,-0.338416667,-0.504,-0.256333333,-0.337666667,-0.359916667,-0.40675,-0.106333333,0.0715,0.527416667,-0.079166667,-0.112416667,-0.760833333,-0.889583333,-0.325,0.183833333,-0.086666667,-0.125666667,-0.033833333,-0.160333333,0.084916667,0.04675,-1.027,-0.01775,0.5025,-0.018,0.48525,-0.232416667,0.915416667,0.818833333,0.121333333,0.797083333,0.67,0.471833333,0.40325,0.381333333,0.294,0.5695,0.773,0.818166667,2.28525,0.371916667,1.046833333,0.901083333,0.978166667,1.060166667,1.493,0.905916667,1.805666667,1.044166667
Italy,0.770333333,-0.135916667,-0.18475,0.159666667,-0.357416667,0.1845,0.282666667,0.001416667,-0.247666667,0.001166667,-0.119,-0.143416667,-0.041083333,-0.069833333,0.060166667,-0.373333333,0.275416667,-0.449666667,0.027,-0.672083333,-0.14,0.53125,0.298583333,-0.402,0.207666667,0.252916667,0.348916667,0.69875,0.520583333,0.901166667,-0.0215,0.72075,0.567416667,1.485083333,0.394166667,0.161416667,0.956583333,0.774833333,1.000166667,1.372833333,1.18025,1.187583333,1.454833333,0.82675,0.365833333,1.09025,1.373666667,1.193416667,1.281916667,0.681166667,1.40825,1.425833333,1.121583333,1.697,1.794666667,1.640666667,1.51875,1.954083333,1.790666667
Jamaica,0.04425,-0.026916667,-0.081083333,-0.009083333,-0.202,-0.0095,-0.178083333,-0.148166667,0.217333333,-0.231,-0.3815,-0.030916667,0.21575,0.198916667,0.176916667,-0.325375,0,0,0.205714286,0.644333333,1.00375,0.213333333,0.721,0.122333333,0.167,0.242083333,1.254666667,0.929166667,0.525166667,0.633083333,0.689416667,0.868666667,0.4475,0.9785,0.98825,0.371666667,1.087416667,1.355083333,0.681416667,0.590833333,0.885,0.967416667,1.079,0.96625,1.033083333,1.161083333,0.836916667,0.578416667,0.901666667,1.1725,0.73725,0.766166667,1.02275,1.230833333,1.409416667,1.46075,1.096833333,1.3145,1.323583333
Japan,0.738166667,0.1285,-0.027833333,0.17625,-0.564083333,-0.0605,0.006416667,-0.170166667,-0.336166667,-0.31425,-0.244416667,0.27225,0.1465,-0.41225,0.0515,-0.491416667,-0.002333333,0.218,0.516,-0.394666667,-0.573666667,0.016,-0.061416667,-0.54675,0.038166667,-0.520666667,0.292833333,-0.179833333,0.598583333,1.21325,0.67825,0.318,-0.033833333,0.995166667,0.219416667,-0.051833333,0.513666667,1.18825,0.860416667,0.63825,0.331083333,0.645333333,0.408333333,1.16475,0.417,0.6385,0.989416667,0.672083333,0.725916667,0.960666667,0.461333333,0.322166667,0.696333333,0.439583333,1.0565,1.25,0.585583333,1.057583333,1.255833333
Jordan,-0.379583333,1.108583333,0.71675,-0.588166667,0.076666667,0.825083333,-1.0615,-0.09275,0.419833333,0.016666667,-0.410416667,-0.658666667,-0.243583333,-0.337916667,-0.465416667,-0.49775,-0.071416667,0.200416667,0.669333333,0.074583333,-0.058666667,-0.915083333,-0.838916667,-0.406583333,0.172916667,-0.053333333,0.054166667,-0.065166667,-0.11075,0.148083333,0.10725,-1.206166667,-0.142833333,0.49375,0.103,0.705166667,-0.286083333,1.101166667,0.90125,0.234333333,0.904666667,0.516083333,0.38525,0.412166667,0.329,0.300083333,0.64225,0.700833333,0.62775,2.519916667,0.2985,1.180583333,0.858916667,1.0565,1.215916667,1.653666667,1.299083333,1.896666667,1.265583333
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386833333,-0.6935,0.177,1.963,-0.184,1.591166667,0.831083333,1.522083333,1.3945,1.388583333,1.8795,0.75475,2.048166667,1.67025,1.543666667,1.91775,1.742,1.132833333,1.466083333,0.436166667,0.903416667,2.32825,0.507833333,1.978833333,1.907666667,1.72975,0.498833333,1.864583333
